time,beat_pulses,rate_analogue
3.216,4.993986129760742,0
3.22,4.993986129760742,0
3.224,4.993986129760742,0
3.228,4.993986129760742,0
3.232,4.993985652923584,0
3.236,4.993985652923584,0
3.24,4.993985652923584,0
3.244,4.993985176086426,0
3.248,4.993985176086426,0
3.252,4.993985176086426,0
3.256,4.993985176086426,0
3.26,4.993985176086426,0
3.264,4.993984699249268,0
3.268,4.993984699249268,0
3.272,4.993984699249268,0
3.276,4.993984699249268,0
3.28,4.993984699249268,0
3.284,4.993984222412109,0
3.288,4.993984222412109,0
3.292,4.993984222412109,0
3.296,4.993983745574951,0
3.3,4.993983745574951,0
3.304,4.993983268737793,0
3.308,4.993983268737793,0
3.312,4.993983268737793,0
3.316,4.993983268737793,0
3.32,4.993983268737793,0
3.324,4.993983268737793,0
3.328,4.993982791900635,0
3.332,4.993982791900635,0
3.336,4.993982791900635,0
3.34,4.993982315063477,0
3.344,4.993982315063477,0
3.348,4.993982315063477,0
3.352,4.993981838226318,0
3.356,4.993981838226318,0
3.36,4.993981838226318,0
3.364,4.993981838226318,0
3.368,4.99398136138916,0
3.372,4.99398136138916,0
3.376,4.99398136138916,0
3.38,4.99398136138916,0
3.384,4.993980884552002,0
3.388,4.993980884552002,0
3.392,4.993980884552002,0
3.396,4.993980407714844,0
3.4,4.993980407714844,0
3.404,4.993980407714844,0
3.408,4.9939799308776855,0
3.412,4.9939799308776855,0
3.416,4.9939799308776855,0
3.42,4.9939799308776855,0
3.424,4.9939799308776855,0
3.428,4.9939799308776855,0
3.432,4.993979454040527,0
3.436,4.993979454040527,0
3.44,4.993979454040527,0
3.444,4.993978988833543,0
3.448,4.993978500366211,0
3.452,3.19358055508292,0
3.456,0.009152466431260109,0
3.46,0.009152296930551529,0
3.464,0.009152156300842762,0
3.468,0.009152057580649853,0
3.472,0.009151961654424667,0
3.476,0.00915185734629631,0
3.48,0.009151709266006947,0
3.484,0.00915154255926609,0
3.488,0.009151373989880085,0
3.492,0.009151184931397438,0
3.496,0.009150990284979343,0
3.5,0.009150818921625614,0
3.504,0.009150695987045765,0
3.508,0.009150615893304348,0
3.512,0.009150541387498379,0
3.516,0.009150478057563305,0
3.52,0.00915040448307991,0
3.524,0.00915033370256424,0
3.528,0.009150252677500248,0
3.532,0.009150153957307339,0
3.536,0.009150049649178982,0
3.54,0.009149923920631409,0
3.544,0.009149790741503239,0
3.548,0.00914967805147171,0
3.552,0.009149578399956226,0
3.556,0.009149501100182533,0
3.56,0.009149432182312012,0
3.564,0.009149380959570408,0
3.568,0.009149337362032384,0
3.572,0.009149285033345222,0
3.576,0.009149218909442425,0
3.58,0.009149137884378433,0
3.584,0.009149037301540375,0
3.588,0.00914892926812172,0
3.592,0.009148791432380676,0
3.596,0.00914864894002676,0
3.6,0.009148512966930866,0
3.604,0.009148404002189636,0
3.608,0.00914834439754486,0
3.612,0.009148304350674152,0
3.616,0.009148289449512959,0
3.62,0.00914827361702919,0
3.624,0.009148250333964825,0
3.628,0.009148240089416504,0
3.632,0.00914822332561016,0
3.636,0.009148192591965199,0
3.64,0.009148125536739826,0
3.644,0.009148062206804752,0
3.648,0.009148018434643745,0
3.652,0.009147965349256992,0
3.656,0.00914791226387024,0
3.66,0.009147866629064083,0
3.664,0.00914786197245121,0
3.668,0.009147883392870426,0
3.672,0.009147918783128262,0
3.676,0.009147949516773224,0
3.68,0.009147954218816466,0
3.684,0.009147941134870052,0
3.688,0.00914791040122509,0
3.692,0.00914784986525774,0
3.696,0.009147797711193562,0
3.7,0.009147747419774532,0
3.704,0.00914772879332304,0
3.708,0.009147729724645615,0
3.712,0.009147760458290577,0
3.716,0.009147805161774158,0
3.72,0.009147846139967442,0
3.724,0.00914788618683815,0
3.728,0.009147923439741135,0
3.732,0.0091479467228055,0
