0,1,-0.023486221,0.976513779,1.7,1.685661662
0.004,1,0.056086583,1.056086583,1.7,1.734240859
0.008,1,0.027115895,1.027115895,1.7,1.716554254
0.012,1,0.059455466,1.059455466,1.7,1.736297562
0.016,1,0.015226122,1.015226122,1.7,1.709295547
0.02,1,0.018985276,1.018985276,1.7,1.711590511
0.024,1,0.058710577,1.058710577,1.7,1.735842807
0.028,1,0.040246466,1.040246466,1.7,1.724570468
0.032,1,0.052519729,1.052519729,1.7,1.732063294
0.036,1,-0.02180104,0.97819896,1.7,1.686690465
0.04,1,0.033223842,1.033223842,1.7,1.720283156
0.044,1,0.047402183,1.047402183,1.7,1.728939033
0.048,1,0.050875839,1.050875839,1.7,1.7310597
0.052,1,0.047626962,1.047626962,1.7,1.72907626
0.056,1,0.053949927,1.053949927,1.7,1.732936431
0.06,1,0.122915959,1.122915959,1.7,1.775040193
0.064,1,0.106422152,1.106422152,1.7,1.764970724
0.068,1,0.104250282,1.104250282,1.7,1.763644797
0.072,1,0.102804299,1.102804299,1.7,1.762762025
0.076,1,0.075247837,1.075247837,1.7,1.745938804
0.08,1,0.077031267,1.077031267,1.7,1.747027589
0.084,1,0.108676352,1.108676352,1.7,1.766346913
0.088,1,0.021965578,1.021965578,1.7,1.713409985
0.092,1,0.059466039,1.059466039,1.7,1.736304017
0.096,1,0.028839189,1.028839189,1.7,1.717606325
0.1,1,0.093394379,1.093394379,1.7,1.757017268
0.104,1,0.131644844,1.131644844,1.7,1.780369177
0.108,1,0.098631896,1.098631896,1.7,1.760214772
0.112,1,0.166339507,1.166339507,1.7,1.801550269
0.116,1,0.091826779,1.091826779,1.7,1.756060248
0.12,1,0.113099624,1.113099624,1.7,1.76904732
0.124,1,0.133263985,1.133263985,1.7,1.781357663
0.128,1,0.092180676,1.092180676,1.7,1.756276303
0.132,1,0.079533773,1.079533773,1.7,1.748555368
0.136,1,0.041918757,1.041918757,1.7,1.725591401
0.14,1,0.101596591,1.101596591,1.7,1.762024719
0.144,1,0.101748566,1.101748566,1.7,1.7621175
0.148,1,0.078767055,1.078767055,1.7,1.748087287
0.152,1,0.156478827,1.156478827,1.7,1.795530324
0.156,1,0.144202982,1.144202982,1.7,1.788035921
0.16,1,0.126928024,1.126928024,1.7,1.777489559
0.164,1,0.125727646,1.125727646,1.7,1.776756728
0.168,1,0.131423711,1.131423711,1.7,1.780234175
0.172,1,0.138737226,1.138737226,1.7,1.784699077
0.176,1,0.04578068,1.04578068,1.7,1.727949105
0.18,1,0.075921133,1.075921133,1.7,1.746349852
0.184,1,0.10735288,1.10735288,1.7,1.765538933
0.188,1,0.082484875,1.082484875,1.7,1.750357016
0.192,1,0.09307582,1.09307582,1.7,1.756822788
0.196,1,0.088097732,1.088097732,1.7,1.753783666
0.2,1,0.068617299,1.068617299,1.7,1.741890861
0.204,1,0.128134235,1.128134235,1.7,1.77822595
0.208,1,0.082348509,1.082348509,1.7,1.750273765
0.212,1,0.134255208,1.134255208,1.7,1.781962804
0.216,1,0.096613521,1.096613521,1.7,1.758982555
0.22,1,0.075881014,1.075881014,1.7,1.746325359
0.224,1,0.069787794,1.069787794,1.7,1.742605448
0.228,1,0.022036883,1.022036883,1.7,1.713453517
0.232,1,0.091217936,1.091217936,1.7,1.75568855
0.236,1,0.042602159,1.042602159,1.7,1.726008618
0.24,1,0.059695951,1.059695951,1.7,1.736444378
0.244,1,0.034608851,1.034608851,1.7,1.721128704
0.248,1,0.035010347,1.035010347,1.7,1.721373817
0.252,1,0.084905158,1.084905158,1.7,1.751834599
0.256,1,0.077351661,1.077351661,1.7,1.747223189
0.26,1,0.124577703,1.124577703,1.7,1.776054688
0.264,1,0.087658972,1.087658972,1.7,1.753515802
0.268,1,0.092892322,1.092892322,1.7,1.756710762
0.272,1,0.088364742,1.088364742,1.7,1.753946675
0.276,1,0.031364585,1.031364585,1.7,1.719148079
0.28,1,0.003272407,1.003272407,1.7,1.701997804
0.284,1,0.034071405,1.034071405,1.7,1.720800593
0.288,1,-0.006623844,0.993376156,1.7,1.695956143
0.292,1,0.06447838,1.06447838,1.7,1.739364051
0.296,1,0.038666434,1.038666434,1.7,1.723605858
0.3,1,0.064125861,1.064125861,1.7,1.739148838
0.304,1,0.0777704,1.0777704,1.7,1.747478829
0.308,1,0.079026542,1.079026542,1.7,1.748245704
0.312,1,0.09212216,1.09212216,1.7,1.756240579
0.316,1,0.036964354,1.036964354,1.7,1.722566738
0.32,1,0.058992933,1.058992933,1.7,1.736015186
0.324,1,0.073291702,1.073291702,1.7,1.744744584
0.328,1,0.052109589,1.052109589,1.7,1.731812904
0.332,1,0.042738751,1.042738751,1.7,1.726092007
0.336,1,0.014999859,1.014999859,1.7,1.709157414
0.34,1,-0.015890344,0.984109656,1.7,1.690298945
0.344,1,0.041386898,1.041386898,1.7,1.725266701
0.348,1,0.039426072,1.039426072,1.7,1.724069617
