0,0.997181549
0.004,1.010831042
0.008,1.010794159
0.012,1.010883436
0.016,1.002012034
0.02,1.003185269
0.024,1.005668746
0.028,1.004250078
0.032,1.007696776
0.036,1.003419353
0.04,0.999594183
0.044,1.010166988
0.048,1.011575932
0.052,1.011126298
0.056,1.008904815
0.06,1.022000272
0.064,1.021766573
0.068,1.014519374
0.072,1.021972828
0.076,1.007836585
0.08,1.006553083
0.084,1.006482478
0.088,1.009182786
0.092,1.011953113
0.096,1.005109465
0.1,1.02156968
0.104,1.018670291
0.108,1.015756501
0.112,1.019923551
0.116,1.02357023
0.12,1.017965346
0.124,1.016187945
0.128,1.01367489
0.132,1.014636785
0.136,1.009299889
0.14,1.009969177
0.144,1.022003581
0.148,1.019986538
0.152,1.022515439
0.156,1.017737928
0.16,1.02359639
0.164,1.028296528
0.168,1.024518593
0.172,1.018950984
0.176,1.013849845
0.18,1.018603119
0.184,1.009966947
0.188,1.004241422
0.192,1.007632633
0.196,1.009142653
0.2,1.010974621
0.204,1.025808338
0.208,1.012601222
0.212,1.015933226
0.216,1.019420205
0.22,1.018487675
0.224,1.01452417
0.228,1.008292539
0.232,1.013782407
0.236,1.00307302
0.24,1.001713791
0.244,1.012892664
0.248,1.009193523
0.252,1.018017739
0.256,1.007176923
0.26,1.016295618
0.264,1.022391734
0.268,1.014635717
0.272,1.008636635
0.276,1.003535777
0.28,1.008502881
0.284,1.001640076
0.288,1.004321201
0.292,1.00974923
0.296,0.999838195
0.3,1.005273638
0.304,1.010075569
0.308,1.017027153
0.312,1.010555288
0.316,1.012973308
0.32,1.010199631
0.324,1.007956082
0.328,1.010288136
0.332,1.009056317
0.336,1.004027146
0.34,1.006215146
0.344,1.003924384
0.348,1.006828586
0.352,1.014480754
0.356,1.009957075
0.36,1.011825084
0.364,1.015117192
0.368,1.006827548
0.372,1.012845668
0.376,1.007580903
0.38,1.00364867
0.384,1.001071725
0.388,1.00095111
0.392,1.00368617
0.396,0.999546792
0.4,1.007088345
0.404,1.016797703
0.408,1.011553544
0.412,1.01009649
0.416,1.011200747
0.42,1.009090187
0.424,1.015238556
0.428,1.003878067
0.432,1.009939487
0.436,0.996812343
0.44,0.999041566
0.444,1.005021527
0.448,1.008155556
0.452,1.011093874
0.456,1.012459136
0.46,1.015102706
0.464,1.013533922
0.468,1.012591617
0.472,1.010581514
0.476,0.9981004
0.48,0.997887306
0.484,0.998085768
0.488,0.991618523
0.492,1.005678781
0.496,0.999272051
0.5,1.006848221
0.504,1.004459975
0.508,1.008784291
0.512,1.006797395
0.516,1.006019843
0.52,1.005729215
0.524,1.007982597
0.528,1.001489831
0.532,1.002961745
0.536,0.992579453
0.54,0.997194222
0.544,0.999031999
0.548,0.997981609
0.552,1.003408351
0.556,1.008396775
0.56,1.003368425
0.564,1.006716823
0.568,1.010250591
0.572,1.00420114
0.576,0.999494477
0.58,1.002169646
0.584,1.002816563
0.588,0.992547201
0.592,0.999097801
0.596,1.000652555
0.6,1.004712393
0.604,1.008053084
0.608,1.000962449
0.612,1.014046455
0.616,0.997516425
0.62,1.000936167
0.624,0.998750366
0.628,0.994518141
0.632,0.993556942
0.636,0.990094439
0.64,0.992355863
0.644,0.998474988
0.648,1.000435625
0.652,0.999141171
0.656,0.997274158
0.66,1.003159735
0.664,1.002568845
0.668,1.002557267
0.672,1.004111946
0.676,0.995028859
0.68,1.002044228
0.684,0.995985808
0.688,0.987484249
0.692,1.000796881
0.696,0.992015919
0.7,0.995858477
0.704,1.00751465
0.708,0.998161715
0.712,1.007669481
0.716,1.000083144
0.72,1.005058368
0.724,0.998952866
0.728,0.989714973
0.732,0.997738453
0.736,0.992362185
0.74,0.987550909
0.744,0.992259805
0.748,0.996251588
0.752,0.99886743
0.756,0.993100907
0.76,1.002027126
0.764,0.999593572
0.768,0.99391918
0.772,0.993825403
0.776,0.98877858
0.78,0.991506792
0.784,0.986168083
0.788,0.980927268
0.792,0.990741613
0.796,0.983587885
0.8,0.992401083
0.804,1.003009963
0.808,0.993652831
0.812,0.995752192
0.816,0.990410828
0.82,1.000121806
0.824,0.997315458
0.828,0.981566131
0.832,0.989182428
0.836,0.979219816
0.84,0.980627577
0.844,0.985175381
0.848,0.989651303
0.852,0.997012132
0.856,0.989103844
0.86,1.000913271
0.864,0.996975934
0.868,0.987092451
0.872,0.994659443
0.876,0.987167522
0.88,0.983288382
0.884,0.987513401
0.888,0.980210388
0.892,0.988977912
0.896,0.989017841
0.9,0.994011708
0.904,0.995468409
0.908,0.994820733
0.912,1.00062369
0.916,0.998894877
0.92,0.995268477
0.924,0.99985071
0.928,0.989935534
0.932,0.98612049
0.936,0.990317519
0.94,0.990709583
0.944,0.988239032
0.948,0.993939699
0.952,0.994281534
0.956,0.996422004
0.96,1.008908196
0.964,1.004402677
0.968,1.005502286
0.972,1.004191959
0.976,0.997988842
0.98,0.999638298
0.984,1.005058348
0.988,1.001949917
0.992,1.000571721
0.996,1.001788204
1,1.005182166
1.004,1.014426402
1.008,1.01463967
1.012,1.014223955
1.016,1.014209106
1.02,1.017979298
1.024,1.017923909
1.028,1.01276799
1.032,1.009505565
1.036,1.003674595
1.04,1.004518779
1.044,1.007234646
1.048,1.014715161
1.052,1.019062322
1.056,1.02372118
1.06,1.027251378
1.064,1.021052448
1.068,1.02101071
1.072,1.017947137
1.076,1.017372152
1.08,1.017541878
1.084,1.017445176
1.088,1.017127195
1.092,1.020336526
1.096,1.012927501
1.1,1.016034732
1.104,1.03184454
1.108,1.030673123
1.112,1.034958708
1.116,1.023131592
1.12,1.020643474
1.124,1.022457969
1.128,1.017938336
1.132,1.023980128
1.136,1.017597984
1.14,1.021786106
1.144,1.026166772
1.148,1.022456164
1.152,1.020516158
1.156,1.023976836
1.16,1.031551586
1.164,1.026086036
1.168,1.02548213
1.172,1.024506729
1.176,1.016721234
1.18,1.016016304
1.184,1.014155586
1.188,1.015236999
1.192,1.020865977
1.196,1.017894496
1.2,1.013691684
1.204,1.024070567
1.208,1.023423963
1.212,1.03062411
1.216,1.021345219
1.22,1.019982699
1.224,1.024537063
1.228,1.012821826
1.232,1.010396494
1.236,1.006126733
1.24,1.013701097
1.244,1.010756139
1.248,1.014035755
1.252,1.013720167
1.256,1.015884997
1.26,1.023394167
1.264,1.017324238
1.268,1.011192204
1.272,1.013797629
1.276,1.010061928
1.28,1.01215655
1.284,1.013205255
1.288,1.000840937
1.292,1.005970899
1.296,1.008657575
1.3,1.013057056
1.304,1.02221436
1.308,1.020074574
1.312,1.022818606
1.316,1.009727265
1.32,1.011387128
1.324,1.019238385
1.328,1.008850778
1.332,1.00503235
1.336,1.002982792
1.34,1.003883708
1.344,1.007099137
1.348,1.006346898
1.352,1.011250835
1.356,1.01188272
1.36,1.015872424
1.364,1.015240915
1.368,1.013331245
1.372,1.009273728
1.376,1.002965804
1.38,1.007780643
1.384,1.012278131
1.388,1.003951328
1.392,1.005627312
1.396,1.009589033
1.4,1.006597935
1.404,1.013551756
1.408,1.011553557
1.412,1.02176636
1.416,1.00836989
1.42,1.012965988
1.424,1.008129182
1.428,1.006086948
1.432,1.002068606
1.436,0.993991023
1.44,1.006394649
1.444,1.007764303
1.448,1.009229836
